Encoder Reading,Lickometer,Timestamp
-148,0,32.2867103
-158,0,32.3727906
-164,0,32.4205294
-163,0,32.5141108
-161,0,32.6035275
-161,0,32.7106187
-161,0,32.8006372
-161,0,32.8888554
-161,0,32.9807843
-161,0,33.0679631
-161,0,33.1590974
-161,0,33.2436456
-161,0,33.3290997
-161,0,33.4153151
-161,0,33.5035526
-161,0,33.5938858
-161,0,33.6821505
-161,0,33.7707129
-160,0,33.8619524
-158,0,33.9490282
-158,0,34.0980851
-160,0,34.1869003
2,0,34.2754248
2,0,34.3616101
1,0,34.4478454
1,0,34.5363041
0,0,34.6237184
0,0,34.7146172
0,0,34.8081254
2,0,34.893235
2,0,34.9794325
0,0,35.0696248
0,0,35.1610597
0,0,35.2444934
0,0,35.3964575
0,0,35.4826106
1,0,35.5743057
1,0,35.6596033
1,0,35.7444296
1,0,35.8433026
1,0,35.8820275
1,0,35.9175758
1,0,35.9547047
1,0,35.9910949
1,0,36.0269236
1,0,36.0727934
1,0,36.1129151
1,0,36.1550597
1,0,36.1918313
1,0,36.2346971
1,0,36.2816079
1,0,36.3228592
26,0,36.3669431
35,0,36.4146318
19,0,36.4632474
-51,0,36.4987691
-74,0,36.5425819
-140,0,36.5811204
-202,0,36.6169193
-254,0,36.6582042
-281,0,36.7042274
-301,0,36.7490617
-328,0,36.7980991
-328,0,36.8345675
-328,0,36.8762948
-329,0,36.913433
33,0,37.608907
69,0,37.6522386
88,0,37.6950743
88,0,37.7368173
88,0,37.7810023
88,0,37.8218798
87,0,37.8641665
84,0,37.9041374
81,0,37.952275
81,0,37.9938839
81,0,38.0364745
81,0,38.0705969
81,0,38.1132789
81,0,38.1501508
81,0,38.1895225
81,0,38.2341117
81,0,38.268492
81,0,38.309569
81,0,38.3513171
81,0,38.3905586
81,0,38.4278476
81,0,38.4746525
82,0,38.5181089
82,0,38.5686968
82,0,38.625707
81,0,38.6690765
82,0,38.7103948
82,0,38.7521542
82,0,38.7957588
82,0,38.8428499
82,0,38.8780126
82,0,38.9224661
82,0,38.9851639
82,0,39.0219313
82,0,39.0585716
82,0,39.0995223
83,0,39.1365928
72,0,39.1787044
54,0,39.2163335
28,0,39.2509627
-46,0,39.2997493
-134,0,39.3393458
-224,0,39.39268
-284,0,39.4307457
-308,0,39.4726058
-325,0,39.5124323
-332,0,39.5644789
-334,0,39.6031874
-335,0,39.6446754
-338,0,39.6831494
-338,0,39.7227668
-338,0,39.7678558
-338,0,39.8091253
-338,0,39.9150392
-338,0,40.0088397
-283,0,40.100476
-47,0,40.1892758
97,0,40.2756959
210,0,40.3978468
214,0,40.4855168
183,0,40.5706694
151,0,40.6627433
150,0,40.7494774
149,0,40.8361888
147,0,40.9153026
143,0,41.0177653
141,0,41.0970219
140,0,41.1971332
140,0,41.2718588
140,0,41.3611189
140,0,41.4465487
140,0,41.5321491
140,0,41.6233379
140,0,41.7182044
137,0,41.8120453
134,0,41.8966288
134,0,41.9896365
134,0,42.0774197
134,0,42.169337
134,0,42.2633495
134,0,42.4077676
134,0,42.496459
134,0,42.5866042
133,0,42.67462
1,0,42.7713349
1,0,42.8596971
1,0,42.9451782
1,0,43.0319146
0,0,43.116434
1,0,43.2096008
0,0,43.2989232
1,0,43.3887749
1,0,43.4800073
1,0,43.5680914
1,0,43.6606289
1,0,43.7482353
1,0,43.8395691
1,0,43.9313084
1,0,44.0266256
1,0,44.1198954
1,0,44.2085361
1,0,44.3257457
1,0,44.3716592
1,0,44.4159651
1,0,44.4560896
1,0,44.4974509
1,0,44.5468518
1,0,44.5881191
1,0,44.6355804
0,0,44.6752606
36,0,44.7172577
65,0,44.7599859
72,0,44.8041125
97,0,44.846304
120,0,44.885947
139,0,44.9242129
140,0,44.9765257
140,0,45.0210414
140,0,45.0621078
46,0,45.8280863
43,0,45.8751187
21,0,45.9195221
2,0,45.9597314
-18,0,46.0089587
-28,0,46.0540579
-36,0,46.0960281
-44,0,46.1335747
-54,0,46.1731988
-72,0,46.2140122
-91,0,46.2519248
-108,0,46.3099511
-107,0,46.3500503
-94,0,46.3947803
-75,0,46.4444083
-60,0,46.4932798
-31,0,46.5307511
-14,0,46.56631
-7,0,46.6077261
13,0,46.6500315
28,0,46.6937561
43,0,46.7435958
49,0,46.7914222
52,0,46.8275676
52,0,46.862635
53,0,46.9107838
53,0,46.9486958
50,0,47.0024859
37,0,47.0455381
26,0,47.082923
30,0,47.1237203
39,0,47.1599398
52,0,47.1977247
63,0,47.2341829
78,0,47.2748945
80,0,47.3160113
80,0,47.3596824
80,0,47.3997415
80,0,47.4355741
80,0,47.4790468
80,0,47.5219476
80,0,47.5560646
80,0,47.6021175
80,0,47.6440611
80,0,47.6803758
80,0,47.7176834
80,0,47.7540662
80,0,47.7917154
80,0,47.8276237
80,0,47.8654815
80,0,47.9047746
80,0,47.9480061
80,0,47.9834566
80,0,48.0248458
80,0,48.0664601
80,0,48.1079388
80,0,48.1426527
80,0,48.1890179
80,0,48.2365911
80,0,48.2781131
80,0,48.3228691
80,0,48.3692326
80,0,48.4167376
80,0,48.4557012
80,0,48.4972013
80,0,48.5389764
80,0,48.5798103
80,0,48.6184441
80,0,48.6602801
80,0,48.7024065
80,0,48.7390273
80,0,48.7816772
80,0,48.8321204
80,0,48.8685083
80,0,48.9172252
80,0,48.9626555
80,0,49.0002361
80,0,49.0659343
80,0,49.1012998
80,0,49.1450453
80,0,49.1813337
80,0,49.2243311
80,0,49.2697001
80,0,49.3106556
80,0,49.348574
80,0,49.3846212
80,0,49.4469523
80,0,49.5442809
80,0,49.6306147
80,0,49.7222799
80,0,49.8116686
39,0,49.9001322
-105,0,49.9820252
-155,0,50.0673334
-199,0,50.153791
-287,0,50.2415373
-304,0,50.3325916
-319,0,50.4217928
-326,0,50.5110943
-326,0,50.5557903
-327,0,50.6592895
-327,0,50.7488884
-326,0,50.8562751
-322,0,50.9445729
-321,0,51.0338779
-321,0,51.1262739
-317,0,51.2151876
-299,0,51.2967956
-282,0,51.388542
-226,0,51.4742255
-226,0,51.5641061
-223,0,51.6499003
-238,0,51.7362187
-254,0,51.8216924
-263,0,51.9071398
-270,0,51.9921763
-271,0,52.0807647
-279,0,52.1654614
-280,0,52.250537
-280,0,52.3445598
0,0,52.4419972
8,0,53.1699225
8,0,53.2616217
8,0,53.350127
8,0,53.4380577
8,0,53.5239215
8,0,53.6140251
8,0,53.7006588
8,0,53.8505767
8,0,53.9402966
8,0,54.0334096
8,0,54.0730728
8,0,54.1150677
8,0,54.1546979
8,0,54.1976343
8,0,54.2384868
8,0,54.2745926
8,0,54.3159757
8,0,54.3566508
8,0,54.3943405
8,0,54.4303242
7,0,54.47562
-3,0,54.5131176
-19,0,54.5524039
-46,0,54.5950333
-67,0,54.6325481
-75,0,54.6724158
-76,0,54.7091729
-42,0,54.7456182
45,0,54.7852734
97,0,54.8330616
109,0,54.8696323
149,0,54.9095612
184,0,54.9516263
197,0,54.9917679
197,0,55.0295445
197,0,55.0701439
197,0,55.1113823
197,0,55.1513407
197,0,55.1923978
197,0,55.2300824
193,0,55.278202
192,0,55.3166077
192,0,55.3582766
192,0,55.397894
193,0,55.4427748
193,0,55.4794989
194,0,55.5256144
194,0,55.560925
194,0,55.5974393
188,0,55.6337072
185,0,55.6700777
173,0,55.7200233
89,0,55.8154493
-133,0,55.9051893
-167,0,55.9920416
-175,0,56.0814842
-178,0,56.1685244
-178,0,56.2533315
-177,0,56.3381662
-177,0,56.4235491
-182,0,56.5098557
-177,0,56.6005524
-177,0,56.688451
-177,0,56.7742042
-177,0,56.8054727
-177,0,56.9049362
-177,0,56.9825786
-177,0,57.087702
-177,0,57.1650678
-177,0,57.2402021
-177,0,57.3294805
-177,0,57.4202734
-177,0,57.5077612
-177,0,57.5929394
-177,0,57.6820395
-177,0,57.7774122
-177,0,57.8687081
-177,0,57.9563771
-177,0,58.0430897
-177,0,58.129182
-177,0,58.2136461
-177,0,58.3014271
-177,0,58.3861915
-177,0,58.4737318
-177,0,58.5641096
0,0,58.6485462
0,0,58.7400452
0,0,58.8248276
-3,0,58.9107995
-2,0,58.9961982
0,0,59.0873924
0,0,59.1783891
0,0,59.2680207
0,0,59.3540837
0,0,59.4425082
0,0,59.530462
0,0,59.6198223
0,0,59.7064441
0,0,59.7961094
0,0,59.8825712
0,0,59.9715237
0,0,60.0592232
0,0,60.1496443
0,0,60.2450394
0,0,60.2840358
0,0,60.3194529
0,0,60.3609707
0,0,60.4017622
0,0,60.443903
0,0,60.4858754
0,0,60.5329778
-2,0,60.5792422
-3,0,60.6220554
-11,0,60.6612599
-58,0,60.7084299
-94,0,60.7503878
-205,0,60.7868335
202,0,61.4792688
206,0,61.5165117
209,0,61.5536217
215,0,61.5933866
218,0,61.6348095
219,0,61.6762189
220,0,61.7117707
222,0,61.7502319
222,0,61.7863555
222,0,61.8265044
222,0,61.8693157
223,0,61.9051518
226,0,61.9478351
226,0,61.9892076
225,0,62.0234878
225,0,62.0614534
230,0,62.1033988
230,0,62.1478998
230,0,62.1975762
225,0,62.3003617
151,0,62.3892433
-23,0,62.4793519
-54,0,62.5696293
-70,0,62.6640319
-79,0,62.7488939
-81,0,62.8351812
-81,0,62.9216895
-81,0,63.0055768
-83,0,63.146785
-83,0,63.2324977
-83,0,63.262227
-83,0,63.3605614
-83,0,63.4323205
-83,0,63.5242885
-83,0,63.6288259
-83,0,63.7065702
-83,0,63.7987609
-83,0,63.8880858
-83,0,63.9734578
-83,0,64.0587179
-83,0,64.1510792
-83,0,64.2404882
-83,0,64.3309838
-83,0,64.4166429
-83,0,64.5086247
-83,0,64.5962321
-83,0,64.6816545
-83,0,64.7651688
-83,0,64.8530803
-83,0,64.9431992
-83,0,65.0313673
-83,0,65.1200026
0,0,65.2103419
0,0,65.2963449
0,0,65.3829501
0,0,65.4679455
0,0,65.5568287
0,0,65.6447752
0,0,65.7301498
0,0,65.8163825
0,0,65.9024949
0,0,65.9895008
0,0,66.0757396
0,0,66.1600601
0,0,66.2464407
0,0,66.3344703
0,0,66.4245526
0,0,66.5132847
0,0,66.5993824
0,0,66.6863296
0,0,66.7799622
0,0,66.8275538
0,0,66.8721494
0,0,66.9139723
0,0,66.9549174
0,0,66.9977977
0,0,67.0339241
0,0,67.0731235
0,0,67.1191143
0,0,67.1550511
0,0,67.2025544
1,0,67.243405
28,0,67.2859182
83,0,67.3267595
133,0,67.3730784
177,0,67.4143492
180,0,67.4571897
142,0,67.4911706
13,0,67.5340547
-175,0,67.5776917
-241,0,67.6230338
-251,0,67.6636341
-267,0,67.7100159
-272,0,67.7504761
-271,0,67.7979922
-271,0,67.841124
-271,0,67.8773566
-271,0,67.9185886
-271,0,67.9544455
-271,0,67.9975661
-271,0,68.0381686
-271,0,68.0770264
-271,0,68.1220095
-271,0,68.1673734
-271,0,68.2125429
-271,0,68.2617272
-271,0,68.3712527
-199,0,68.4589701
-103,0,68.5513783
-113,0,68.6376216
-204,0,68.7247898
-169,0,68.8106042
-175,0,68.8966624
-220,0,68.9843183
-249,0,69.0692052
-275,0,69.1576666
-289,0,69.2464452
-300,0,69.3309501
-312,0,70.018492
-312,0,70.1160256
-312,0,70.2092341
-312,0,70.3129974
-312,0,70.4045429
-312,0,70.5127897
-307,0,70.5992541
-300,0,70.6868031
-305,0,70.7735375
-304,0,70.8736709
-304,0,70.9576423
-304,0,71.0474597
-304,0,71.1443713
-304,0,71.2322051
-304,0,71.3233211
-304,0,71.410669
-304,0,71.4988958
-304,0,71.5982923
-304,0,71.6861313
-304,0,71.7714793
0,0,71.8611356
1,0,71.9494093
2,0,72.0337769
3,0,72.1201861
4,0,72.2058266
4,0,72.3017469
4,0,72.3859316
5,0,72.4775596
5,0,72.565731
7,0,72.6524391
7,0,72.739504
8,0,72.825117
8,0,72.91526
8,0,73.0063297
8,0,73.094478
8,0,73.1877959
8,0,73.2849032
8,0,73.3888753
8,0,73.4274985
8,0,73.4642239
8,0,73.4998861
8,0,73.5411989
8,0,73.5833381
8,0,73.6238794
8,0,73.6736974
8,0,73.7086753
8,0,73.7540091
-2,0,73.7994833
-37,0,73.8404529
-80,0,73.8812781
-107,0,73.9256918
-152,0,73.9674175
-177,0,74.0084496
-210,0,74.0499494
-242,0,74.0918272
-262,0,74.1312239
-270,0,74.1726371
-274,0,74.2136006
-280,0,74.2552441
-288,0,74.2946646
-298,0,74.3358555
-314,0,74.3813474
-317,0,74.4325839
-317,0,74.4674188
-316,0,74.5133322
-274,0,74.6096391
-119,0,74.6959196
-21,0,74.7815675
-10,0,74.8693093
35,0,74.9619654
27,0,75.0507643
27,0,75.1390133
31,0,75.2250519
31,0,75.3157191
31,0,75.4043886
31,0,75.4945701
31,0,75.5856694
31,0,75.612788
31,0,75.704638
31,0,75.7901952
31,0,75.8973535
31,0,75.9877595
31,0,76.0659735
31,0,76.1500427
31,0,76.2365055
31,0,76.3255318
31,0,76.4134452
30,0,76.5043876
28,0,76.5933751
28,0,76.6826163
27,0,76.7686017
27,0,76.8536827
27,0,76.9417598
27,0,77.0315354
28,0,77.1163977
28,0,77.2079054
32,0,77.2927596
32,0,77.3825764
0,0,77.4738855
0,0,77.5695061
0,0,77.6576602
0,0,77.7431878
0,0,77.8338967
0,0,77.9150418
0,0,77.9879372
5,0,78.0753216
5,0,78.1628972
4,0,78.2544133
4,0,78.3466482
3,0,78.4304233
3,0,78.5188872
6,0,78.6089346
6,0,78.6941202
6,0,78.7849735
5,0,78.8754055
4,0,78.967881
3,0,79.7006764
3,0,79.7423207
3,0,79.7831305
3,0,79.8247092
3,0,79.8684974
3,0,79.9096363
3,0,79.9478017
3,0,79.9829998
4,0,80.023962
4,0,80.0583419
4,0,80.104052
4,0,80.1385276
4,0,80.1762519
4,0,80.2219783
4,0,80.264522
4,0,80.3009494
4,0,80.3354715
4,0,80.3783588
5,0,80.4150639
7,0,80.4586875
12,0,80.4918173
12,0,80.5339001
15,0,80.5726221
17,0,80.610681
17,0,80.6561514
15,0,80.6959424
12,0,80.7459804
12,0,80.7912381
12,0,80.8277248
15,0,80.8696086
20,0,80.9139052
20,0,80.9635079
20,0,81.0042432
29,0,81.0495683
48,0,81.0951157
83,0,81.1389661
131,0,81.1795725
186,0,81.2182772
232,0,81.2631477
262,0,81.3038943
276,0,81.3438826
276,0,81.3859579
276,0,81.4309751
253,0,81.4753345
119,0,81.5178212
-135,0,81.5565535
-255,0,81.6009598
-318,0,81.6415274
-336,0,81.6801593
-343,0,81.7240269
-347,0,81.7662152
-347,0,81.8165856
-347,0,81.8506659
-348,0,81.8843847
-348,0,81.9262532
-348,0,81.9660688
-348,0,82.0115261
-348,0,82.0570613
-348,0,82.0984652
-348,0,82.1385606
-348,0,82.1829034
-348,0,82.2190478
-348,0,82.2602656
-348,0,82.3615706
-321,0,82.4517948
-177,0,82.540046
-112,0,82.626554
-101,0,82.7163521
-74,0,82.8020911
-63,0,82.8905627
-62,0,82.977591
-57,0,83.0651901
-49,0,83.1542151
-49,0,83.2451822
-49,0,83.3299575
-49,0,83.3755373
-49,0,83.4763819
-49,0,83.564799
-48,0,83.6705108
-48,0,83.7561472
-48,0,83.845527
-48,0,83.9319432
-48,0,84.0185837
-48,0,84.1036696
-48,0,84.1898808
-48,0,84.2761027
-48,0,84.3635448
-48,0,84.4497188
-48,0,84.5382543
-48,0,84.6261398
-48,0,84.7160185
-48,0,84.8071213
-48,0,84.8960757
-48,0,84.9846227
-48,0,85.0753852
-48,0,85.1600585
0,0,85.2427107
0,0,85.3297933
0,0,85.4191218
0,0,85.5099397
0,0,85.6004808
0,0,85.6920934
0,0,85.7800498
0,0,85.864163
0,0,85.9521165
0,0,86.0415999
0,0,86.1300594
0,0,86.2139143
0,0,86.3004624
0,0,86.3891198
0,0,86.4765074
0,0,86.5687247
0,0,86.6605641
0,0,86.7499336
